descs,class
pemain tunggal putra indonesia anthony sinisuka ginting berhasil meraih gelar juara di 2020 yang digelar di istora senayan jakarta pusat ahad 19 januari 2020 di partai final ginting menaklukkan wakil denmark anders antonsen dengan skor 17 21 21 15 dan 21 9 pada set pertama ginting berhasil menguasai pertandingan dan unggul 4 0 namun antonsen yang merupakan juara bertahan mampu mengejar hingga 7 7 bahkan antonsen berbalik unggul hingga interval 9 11 akibat banyak kesalahan tertinggal ginting kembali melawan balik pemain berusia 23 tahun itu menyamakan keadaan menjadi 15 15 namun ginting kembali terbawa permainan antonsen ginting harus mengakui keunggulan antonsen di set pertama dengan skor 17 21 pada set kedua ginting lebih bisa mengendalikan permainan kombinasi bola lob dan permainan net ginting membuat antonsen cukup kerepotan masuk interval pemain peringkat 7 dunia itu unggul 11 6 pasca interval antonsen lebih dapat mengantisipasi permainan drive cepat ginting ia sempat memperkecil skor hingga 14 11 ginting pun nampak melakukan beberapa eror yang menguntungkan antonsen kesalahan beruntun pula yang membuat selisih poin menipis hingga 16 14 namun permainan drive ginting kembali kembali menyulitkan antonsen smash keras ginting kerap gagal dikembalikan antonsen yang saat ini ada di peringkat 3 dunia smash silang ginting memastikan kemenangan bagi ginting di set kedua dengan 21 17 dan pertandingan berlanjut ke gim penentuan awal set penentuan ginting kembali memegang kontrol pertandingan namun kali ini antonsen banyak melakukan kesalahan sendiri ginting sempat unggul jauh hingga interval 11 4 ginting berhasil memperlebar keunggulan poin hingga 16 6 keunggulan dia terus diperlebar hingga akhirnya ia menutup gim penentuan dengan skor 21 10 dengan hasil ini merebut kembali gelar indonesia masters yang juga pernah ia raih pada 2018 silam ini merupakan gelar pertama ginting di tahun ini sekaligus mengakhiri dahaga gelar yang cukup panjang pada tahun lalu ia gagal meraih satu pun gelar bagi indonesia gelar ini menjadi yang ketiga di turnamen bulu tangkis indonesia masters ini sebelumnya greysia polii apriyani rahayu dan marcus fernaldi gideon kevin sanjaya sukamuljo juga mampu menjadi yang terbaik egi adyatama,positive
pemasok modul kamera iphone lg innotek telah menutup salah satu pabriknya setelah seorang pekerja dinyatakan positif terkena terletak di gumi korea selatan pabrik ini dekat dengan daegu di mana sebagian besar kasus virus corona korea selatan telah dikonfirmasi seorang pejabat perusahaan menyatakan bahwa pabrik itu akan ditutup pada hari senin 2 maret 2020 untuk disinfeksi laporan itu juga menyebutkan bahwa samsung terpaksa menutup salah satu pabriknya di gumi karena seorang pekerja yang tertular virus itu demikian dikutip mac rumors baru baru ini lg innotek adalah pemasok penting bagi apple dan masih dipertanyakan apakah pabrik akan dibuka kembali pada hari selasa 3 maret 2020 jika penutupan pabrik singkat itu kemungkinan tidak akan ada dampak besar pada produksi iphone hanya beberapa hari yang lalu ceo apple tim cook melakukan wawancara dengan fox business di mana ia menyatakan optimisme tentang hal hal yang kembali normal mengenai cina cook mengatakan saya merasa bahwa cina mengendalikan virus corona bahkan telah mulai mengirimkan paket perawatan kepada mereka yang terkena dampak di provinsi hubei dan wenzhou di cina mac rumors fox business,neutral
pembalap tim honda racing indonesia alvin bahar kini fokus menatap untuk meraih gelar juara umum kelas indonesia touring car race itcc max 1600 cc pada indonesia sentul series of motorsport issom 2019 pada kejuaraan seri kelima issom yang berlangsung di sirkuit sentul bogor jawa barat akhir pekan lalu alvin bahar meraih podium pertama dengan mengalahkan pesaingnya haridarma manoppo toyota team indonesia yang harus puas diperingkat kedua sementara peringkat ketiga juga diraih pebalap tti demas agil dengan posisi pimpinan klasemen alvin bahar fokus untuk menjuarai seri pamungkas pada 1 desember nanti agar posisinya tak tergoyahkan untuk meraih gelar juara umum alhamdulilah hasil seri ini sangat memuaskan bagi saya apalagi ini diraih dengan kemenangan mutlak dan bukan sekedar keberuntungan kata alvin selasa 15 10 menurut alvin sebenarnya timnya merasa tak yakin mampu meraih podium pada seri kali ini pasalnya setelah ada diskualifikasi dan perubahan regulasi kita tidak tahu peta kekuatan lawan seperti apa jadi kita juga masih meraba raba dan sebenarnya pada balapan kali ini kita tidak menargetkan meraih podium kita mau baca peta kekuatan agar bisa lebih maksimal tapi ternyata kami mampu juara ungkapnya lagi alvin juga mengatakan berkaca dari kemenangan di seri ini ia bisa optimistis membidik target kembali meraih podium agar posisinya sebagai pimpinan klasemen tidak tergoyahkan jika melihat perolehan poin saya saat ini saya optimistis di sisa seri penghujung tahun ini saya mampu meraih gelar juara nasional bagi saya tampil safe dan mencatat hasil terbaik saja di lintasan fokus jelas juara nasional dan kalau bisa meraih gelar juara nasional kedelapan kalinya itu tentu bonus bagi karir balap saya ujar alvin bahar menutup pembicaraan,positive
pemeriksaan kesehatan di bandar udara husein sastranegara diperketat untuk mencegah masuknya penumpang penerbangan internasional yang terjangkit virus corona ke kota bandung hal itu dilakukan menyusul surat edaran dari direktorat jenderal perhubungan udara yang ditujukan untuk 18 pihak termasuk kepala kantor otoritas bandara i hingga x juga kepada direktur utama pt angkasa pura i dan ii general manager bandara husein sastranegara andika nuryaman mengatakan saat ini pihaknya telah menetapkan prosedur pemeriksaan khusus bagi karyawan internal atau eksternal yang berada di lingkungan husein sastranegara untuk lingkup internal para pekerja akan kita periksa suhu tubuhnya sebelum mulai bekerja hal itu dilakukan untuk mengetahui suhu tubuh mereka apakah sakit atau tidak walau kita harapkan tidak kenapa kenapa ya ujar andika saat ditemui di husein sastranegara selasa 3 3 2020 bila ada pekerja yang terdeteksi mengalami anomali suhu hingga lebih dari 38 derajat celsius petugas dari kantor kesehatan pelabuhan kkp bandung akan melakukan observasi selain itu kata andika fasilitas akan diperbanyak di sejumlah titik di bandara termasuk di beberapa dan masker kami siapkan seluruh petugas kami siapkan ucapnya layar pemantau suhu panas pun akan dipasang di beberapa titik hal itu memastikan penumpang bisa melihat hasil pindai suhu tubuh mereka secara langsung itu dari kkp monitornya tapi tim it akan segera memasangnya hari ini biar penumpang tahu sedang dideteksi katanya penumpang pun ujarnya akan diberi surat kesehatan yang harus diisi sejujur mungkin kkp akan koordinasi di kokpit kemudian dengan awak kru dan menanyakan apakah ada penumpang yang sakit begitu juga penerbangan yang datang dari luar negeri penumpangnya juga akan diberi surat kuning untuk menyatakan kesehatannya katanya,positive
pemerintah arab saudi memutuskan untuk menunda visa kunjungan umrah ke negaranya untuk mencegah penyebaran virus corona suasana ibadah umrah di arab saudi masih normal hal tersebut dikatakan oleh ketua dewan pembina forum silaturahmi asosiasi travel haji dan umrah fuad hasan masyhur saat dihubungi kamis 27 2 2020 suasana umrah di madinah kebetulan saya lagi di sini suasana tetap padat ibadah normal bisa dibilang madinah lebih banyak masyarakat indonesianya 70 80 orang indonesia ujar fuad dikatakan fuad dirinya kaget begitu mendengar kabar tersebut dia mengaku mendengar kabar itu pada pukul 00 00 waktu madinah saya juga kaget mendengar ini tapi kenyataannya hari ini masih diangkut yang berangkat di sini pun normal tak ada yang memakai masker ujarnya dia tidak tahu kapan aturan ini berlaku karena hingga pagi ini rombongan jemaah umrah dari indonesia masih ada yang diberangkatkan dari bandara soekarno hatta hari ini penerbangan dari indonesia sekarang sudah boarding semua yaitu garuda ga 980 untuk siap siap take off ada garuda ada saudi airlines tetap masih jalan katanya fuad mengatakan asosiasi travel umrah belum menyiapkan skenario refund untuk mereka yang sudah membeli paket atau tiket umrah dia meyakini arab saudi aman dari virus corona ini kota suci ini yang dijaga oleh allah kami yakin insyaallah negeri aman dari pada corona ujarnya seperti diberitakan arab saudi melarang warga negara asing memasuki wilayahnya untuk ibadah umrah maupun mengunjungi masjid nabawi di madinah saudi menjelaskan larangan itu merupakan langkah pro aktif guna mencegah penyebaran virus corona covid 19,neutral
pemerintah berencana membangun bandara di di kalimantan timur menteri perhubungan budi karya sumadi mengatakan pembangunan bandara itu akan dikerjasamakan dengan swasta melalui skema kpbu atau kerja sama badan usaha bandara ini akan kita sayembarakan desainnya dulu termasuk kita undang kolaborasi operator dalam negeri dan asing setelah itu bikin project nya tutur budi karya saat ditemui seusai menghadiri diskusi bertajuk merajut konektivitas ibu kota negara di jakarta pusat rabu 26 februari 2020 budi karya mengklaim saat ini sudah ada tiga negara yang tertarik membentuk konsorsium untuk pembangunan bandara meski belum menawarkan konsep ketiga negara itu adalah korea selatan jepang dan cina adapun bandara ini akan menjadi bandara ketiga di kalimantan timur setelah bandara internasional sultan aji muhammad sulaiman sepinggan yang dikelola angkasa pura i dan bandara aji pangeran tumenggung pranoto samarinda yang dikelola kementerian perhubungan rencananya bandara akan dibangun di dekat pusat kota jaraknya 15 kilometer dari kota tuturnya budi karya menargetkan pembangunan bandara sudah mulai dilakukan pada 2021 pemerintah sebelumnya menargetkan pemindahan ibu kota baru tahap pertama akan selesai pada triwulan i 2024 tahun ini pemerintah tengah menyelesaikan persiapan peraturan master plan technical plan hingga penyediaan layanan adapun pada 2021 pemerintah akan melakan peletakan batu pertama atau ground breaking dengan begitu pada tahun berikutnya konstruksi pembangunan klaster pemerintah sudah bisa dilakukan francisca christy rosana,neutral
pemerintah dipastikan melakuka evakuasi terhadap 188 warga negara indonesia dari kapal pesiar world dream yang berhenti beropersi akibat proses evakuasi menggunakan kri soeharso itu di mulai dari perairan batam kepulauan riau kri soeharso nya saat ini sudah ada di batam kok tinggal ketemu saja tinggal sedikit lah itu dream expressnya ada di dekat singapura itu ada di batam tinggal tembus selat surian kata sesditjen pencegahan dan pengendalian penyakit atau p2p kementerian kesehatan dr achmad yurianto kepada wartawan selasa 25 2 2020 malam yurianto mengatakan waktu yang dibutuhkan kri soeharso untuk mencapai kapal world dream tak sampai satu hari kri soeharso nantinya akan berada sangat dekat dengan kapal world dream saat evakuasi dilakukan itu nanti kapalnya ketemu nempel pindahin orangnya selesai ujarnya setelah dievakuasi wni tersebut langsung dibawa ke pulau sebaru kepulauan seribu kri soeharso ditargetkan tiba pada jumat 28 2 nanti,neutral
pemerintah dki jakarta menyatakan penyelenggara djakarta warehouse project atau telah memberikan pernyataan tertulis akan memenuhi seluruh ketentuan kegiatan ketentuan tersebut terkait dengan tudingan adanya peredaran narkoba dan seks bebas dalam acara musik bergenre electronic dance music atau edm itu plt kepala dinas pariwisata dan kebudayaan dki jakarta alberto ali menyatakan bahwa pihaknya telah memanggil pihak ismaya live sebagai penyelenggara dwp terkait dengan protes yang dilakukan sejumlah organisasi massa dalam pertemuan itu penyelenggara pun berjanji akan mentaati ketentuan yang ada dinas telah memanggil penyelenggara dan mereka sudah memberikan komitmen tertulis yang menyatakan bahwa taat melaksanakan ketentuan ujar alberto di balai kota jumat 13 desember 2019 selain itu alberto mengatakan penyelenggara dwp juga telah memenuhi persyaratan kegiatan hingga dki pun memberikan izin kegiatan alberto menegaskan jika selama kegiatan ketentuan tersebut ada yang dilanggar maka izin dwp akan dicabut pemprov dki jakarta memiliki kewenangan untuk mencabut izin apabila ditemukan penyimpangan kata alberto terkait ada penolakan acara dwp alberto mengklaim sudah mengajak pihak tersebut untuk duduk bersama dengan pihak penyelenggara dwp kami cari tentang mediasi sehingga ada satu kesepakatan yang sama sama ujarnya sebelumnya sekretaris daerah dki jakarta saefullah menyatakan pihaknya tak bisa menolak izin kegiatan apa pun selama pihak penyelenggara memenuhi persyaratan dan peraturan yang berlaku sepanjang memenuhi persyaratan dinas tidak bisa menolak ujarnya saefullah menyatakan bahwa bersama polda metro jaya akan menurunkan tim gabungan untuk melakukan pengamanan acara yang akan digelar di jiexpo kemayoran jakarta pusat pada 13 15 desember 2019 tersebut,neutral
pemerintah jawa barat meneken naskah kerja sama dengan pt astra internasional untuk membantu membenahi kurikulum sekolah menengah kejuruan smk hari ini reposisi kurikulum smk di jawa barat sedang dimulai dengan menitipkan relevansi smk ke industri industri astra sudah membimbing 350 smk oleh kurikulum astra nanti teknologinya investasi dari astra smk mengikuti kata gubernur jawa barat di gedung sate bandung kamis 29 agustus 2019 ridwan kamil mengatakan program reposisi sekolah kejuruan tersebut untuk menekan pengangguran terbuka jawa barat yang sebagian besar berasal dari lulusan smk pengurangan pengangguran lulusan smk sudah dimulai dengan mitra strategis diadopsinya smk smk oleh industri kata dia adapun smk yang dititipkan pada astra internasional sementara diminta fokus untuk mengejar pendidikan keterampilan di bidang otomotif dan digital sementara fokus di otomotif dan digital di 4 0 kata ridwan kamil astra internasional diminta untuk terus memperbarui pendidikan keterampilan masing masing smk tersebut tolong setiap ada teknologi baru yang dibutuhkan di industrinya segera pusat pelatihannya mengundang smk smk guru gurunya untuk ikut beradapatasi dengan teknologi itu ridwan kamil berharap di jawa barat tutur ridwan kamil terdapat 2 950 smk baik negeri dan swasta hanya 9 6 persen atau 283 smk berstatus sekolah negeri kalau astra satu bisa dengan 300 an smk maka tinggal butuh 10 12 industri sebesar astra untuk menjadi mitra jawa barat membina smk sehingga diharapkan nanti lulusannya berkualitas diserap oleh pasar dan pengangguran akan turun drastis dari lulusan smk kata dia kepala divisi csr pt astra internasional tbk riza deliansyah mengatakan kerja sama dengan pemerintah jawa barat ini kelanjutan dari kemitraan grup astra dengan kementerian pendidikan untuk pengembangan smk di tiga provinsi salah satunya jawa barat khususnya untuk pengembangan antara industri dengan smk yagn ada di jawa barat kata dia kamis 29 agustus 2019 riza mengatakan setiap tahunnya astra menerima 30 40 persen pegawainya berasal dari siswa smk untuk mengisi pekerja di lini produksi smk ini kebanyakan digunakan untuk di lini produksi mereka pekerjaannya one man one machine itu sekitar 30 40 persen kata dia sengaja bekerja sama dengan sejumlah provinsi untuk mempertahankan daya serap pegawai baru dengan porsi tersebut kita ingin mempertahankan itu karena kalau terlalu jauh antara smk yang produksi siswa dengan yang kami terima kami melatihnya lama di pabrik masa orientasinya lama karena megang tang belum bener gak bisa dengan kasih ilmu ke smk maka pondasi sudah ada kita lebih cepat langsung bisa kerja kata riza ahmad fikri,positive
pemerintah kabupaten banyuwangi mengumumkan satu pasien yang dinyatakan positif pasien tersebut sebelumnya berstatus pasien dalam pengawasan pdp dan saat ini dirawat di ruang isolasi rsud blambangan hasil tes sudah keluar yang bersangkutan positif saat ini kondisinya stabil sudah membaik sudah bisa makan lancar sudah copot ventilator ujar kepala dinas kesehatan banyuwangi widji lestariono ahad 29 maret 2020 rio sapaan akrab widji lestariono mengatakan pasien tersebut mempunyai riwayat dari daerah yang telah terjangkit virus corona semua keluarga dan riwayat kontak sudah kami kantongi sejak pekan lalu dan semua sudah masuk kategori orang dalam pemantauan odp sudah dilakukan isolasi ujarnya saat ini kata rio terdapat 196 odp di banyuwangi adapun pdp jumlahnya nol dari yang sebelumnya satu orang karena sudah naik status menjadi positif covid 19 bupati banyuwangi abdullah azwar anas kembali mengingatkan agar semua pihak menjaga kesehatan dan mematuhi imbauan untuk menjaga jarak atau physical distancing banyuwangi sudah masuk zona merah karena sudah ada yang positif ini harus jadi perhatian semua orang dengan jaga kesehatan dan jaga jarak ujarnya dari sisi pemerintah daerah kata anas pihaknya telah menyiapkan lebih dari 300 bed isolasi yang tersebar di sejumlah rumah sakit dan ruang isolasi darurat penyemprotan disinfektan juga dilakukan setiap hari di berbagai ruang publik polresta banyuwangi pun mulai menerapkan kebijakan physical distancing dengan menutup sejumlah ruas jalan pada waktu tertentu pemkab banyuwangi juga telah merealokasi apbd untuk penanganan baik untuk penambahan bed isolasi apd tenaga medis alat rapid test maupun berbagai alat penunjang lainnya,neutral
pemerintah kabupaten manggarai barat nusa tenggara timur membebaskan retribusi semua hotel dan restoran di labuan bajo yang terpukul oleh wabah covid 19 pemerintah kabupaten manggarai barat memberikan kemudahan yakni retribusi usaha perhotelan dan restoran dibebaskan selama wabah covid 19 berlangsung kata ketua perhimpunan hotel dan restoran indonesia kabupaten manggarai barat silvester wangge ketika dihubungi dari kupang kamis 26 maret 2020 dengan kebijakan ini kewajiban pembayaran retribusi usaha hotel dan restoran ditiadakan menurut silvester hal ini adalah bagian dari tanggung jawab pemerintah terhadap dunia usaha pariwisata yang terdampak langsung oleh penyebaran ia mengatakan pembebasan retribusi ini sangat membantu pelaku usaha karena kondisi pariwisata di dengan wisata unggulan taman nasional komodo saat ini sangat lesu selain lesu karena masa juga diperparah adanya wabah covid 19 yang membuat semua paket wisata ke labuan bajo dibatalkan kata silvester silvester menjelaskan saat ini tingkat hunian 102 di labuan bajo sangat minim selain itu usaha kuliner di restoran maupun kampung ujung juga sudah tidak ada aktivitas lagi karena mengikuti imbauan pemerintah untuk meniadakan aktivitas yang melibatkan banyak orang dalam kondisi seperti ini maka pembebasan retribusi ini memang sangat membantu agar usaha tetap bertahan selama masa sulit seperti ini katanya,neutral
pemerintah kabupaten masih mewajibkan para siswa masuk sekolah pada selasa 17 3 besok siswa sekolah mulai paud hingga smp atau sederajat baru diliburkan mulai rabu 18 3 lusa bupati banjarnegara mengatakan menindaklanjuti imbauan gubernur jawa tengah pihaknya akan meliburkan kegiatan sekolah dari paud tk sd dan smp mulai rabu 18 3 lusa kegiatan belajar mengajar di sekolah diliburkan hingga 30 maret 2020 mendatang mulai rabu sekolah diliburkan sampai tanggal 30 maret tetapi kebijakan belajar di rumah ini harus dilakukan pengawasan oleh orang tua dan dinas terkait jangan sampai diliburkan untuk belajar di rumah malah keluar rumah untuk kegiatan yang tidak semestinya kata budhi usai rapat bersama forkopimda dan semua kepala dinas di pringgitan senin 16 3 2020 budhi juga meminta kepada sekda banjarnegara untuk memastikan seluruh jajarannya mulai camat kepala desa sampai dengan tingkat rt untuk menyosialisasikan terkait covid 19 dan pencegahannya nantinya sosialisasi akan didampingi oleh tenaga kesehatan kami juga meminta segera melaporkan kepada call centre dinas kesehatan dan mengawasi apabila ada warga yang baru bepergian dari luar kota maupun luar negeri ujarnya di tempat yang sama kepala dinas pendidikan pemuda dan olahraga banjarnegara noor tamami mengatakan alasan meliburkan anak sekolah baru dimulai rabu 18 3 yaitu pada selasa 17 3 besok akan dilakukan sosialisasi terlebih dahulu kepada para siswa terkait virus corona jadi besok masuk sekolah untuk menyampaikan kepada para siswa bagaimana cara belajar di rumah hingga bagaimana upaya pencegahan terhadap virus corona terangnya,neutral
pemerintah kota bandung belum memutuskan akan menerapkan bekerja dari rumah untuk para pns demi mencegah penyebaran virus corona atau covid 19 pemkot akan menggelar rapat terlebih dahulu kami menginstruksikan kepada opd harus tanggap kritis ya artinya kalau memang ada hal atau perkembangannya membahayakan kita akan merumahkan kata oded di balai kota bandung senin 16 3 2020 pihaknya akan melakukan pertemuan kembali bersama seluruh skpd untuk membicarakan terkait keputusan tersebut untuk sementara kata oded pihaknya belum mengambil keputusan apapun belum belum ucapnya meski begitu lanjut dia upaya pencegahan penyebaran virus corona terus dilakukan pihaknya juga mengaku telah meniadakan untuk sementara waktu apel pagi untuk meminimalisir resiko virus mematikan tersebut upacara sudah tidak ada pertemuan pertemuan kalau tidak penting jangan dilakukan bisa pakai handphone atau alat komunikasi kepala dinas kalau mau berbicara dengan bidangnya ya pakai alat komunikasi saja katanya dia juga menyebut pns di lingkungan disdik kota bandung masih tetap masuk kantor meski saat ini kegiatan belajar mengajar di sekolah diliburkan selama dua pekan kalau guru dan kepala sekolah masih masuk kantor kalau anak anak sudah di rumah belajar dari jarak jauh ujarnya diberitakan sebelumnya menteri pendayagunaan aparatur negara dan reformasi birokrasi pan rb tjahjo kumolo resmi mengumumkan bahwa aparatur sipil negara asn atau pegawai negeri sipil pns akan melaksanakan kerja dari rumah work from home keputusan tersebut diambil guna meminimalisir penyebaran virus corona covid 19 di indonesia berkaitan dengan ketentuan penyesuaian sistem kerja di mana asn di lingkungan instansi pemerintah dapat menjalankan tugas kedinasan di rumah atau di tempat tinggalnya kata tjahjo dalam telekonferensi dikutip dari akun youtube resmi kemenpan rb senin 16 3 2020,neutral
pemerintah kota dan kabupaten kediri kompak menutup sementara hiburan malam hingga wisata alam semua itu dilakukan untuk mencegah penyebaran keputusan tersebut tertuang dalam surat edaran bupati dan wali kota kediri tentang penutupan sementara usaha hiburan seperti yang diutarakan wali kota kediri abdullah abu bakar untuk kota kediri kami menutup sementara karaoke panti pijat diskotek tempat hiburan malam dan tempat wisata ucap abu rabu 18 3 2020 bahkan abu juga melakukan sidak dan imbauan ke sejumlah hotel dan swalayan untuk sama sama melakukan upaya pencegahan virus corona di kota kediri ia juga mengimbau masyarakat lebih mengutamakan beraktivitas dalam rumah,neutral
pemerintah kota palembang dan dua daerah lain di sumatera selatan memutuskan meliburkan sekolah di tingkat sd dan smp demi mencegah semua sekolah diliburkan selama 12 hari ke depan kita liburkan siswa di tingkat sd sampai smp selain itu paud dan tk juga sudah kami minta libur untuk antisipasi corona ujar kepala dinas pendidikan palembang akhmad zulinto kepada wartawan senin 16 3 2020 meskipun libur sekolah zulinto meminta semua peserta didik agar belajar efektif salah satunya ialah lewat kelas maya di situs resmi kementerian pendidikan dan kebudayaan dan terus dipantau orang tua kepala sekolah dan guru harus tetap ikut memastikan pelayanan pembelajaran dari rumah berjalan efektif termasuk orang tua mendampingi serta memfasilitasi anak anak dalam mengerjakan tugas sekolah katanya tidak hanya itu ia meminta seluruh aktivitas ekstrakurikuler selama sekolah libur juga ditiadakan termasuk meminta siswa tetap di rumah dan tidak berlibur di masa libur sekolah kita minta orang tua tidak memanfaatkan waktu libur untuk mengajak anak anaknya berlibur atau bepergian ke tempat ramai ini untuk mencegah penyebaran virus corona yang tengah melanda sebutnya tidak hanya kota tetapi pula dua daerah yang meliburkan sekolah adapun dua daerah itu adalah lubuklinggau dan musi banyuasin lubuklinggau dan musi banyiasin sendiri meliburkan sekolah sebagai antisipasi penyebaran virus corona dengan begitu aktivitas di sekolah ditiadakan dan siswa tidak berkumpul untuk mengurangi virus tersebar,positive
pemerintah kota pemkot depok mengimbau warganya untuk melaksanakan ibadah di rumah masing masing hal itu untuk mencegah penyebaran covid 19 imbauan ketua gugus tugas percepatan penanganan covid 19 kota depok tentang protokol pelaksanaan ibadah seluruh umat beragama di kota depok cuit akun twitter pemkotdepok yang menyampaikan surat edaran yang ditandatangani ketua gugus tugas percepatan penanganan virus covid 19 sri utomo seperti dilihat kamis 19 3 2020 surat edaran itu bernomor 8 02 02 gt 2020 ada tiga poin dalam surat edaran itu yang salah satunya berisi imbauan agar umat beragama di depok melakukan ibadah di rumah mengimbau kepada seluruh umat beragama di kota depok untuk tidak melaksanakan ibadah di tempat ibadah yang melibatkan banyak orang dan menggantinya dengan ibadah di rumah masing masing tulis surat edaran tersebut selain itu masyarakat diimbau untuk tidak melaksanakan perayaan atau kegiatan keagamaan dan kegiatan kemasyarakatan yang melibatkan banyak orang imbauan ini berlaku untuk selama dua pekan dan akan dievaluasi kembali imbauan ini mulai berlaku tanggal 20 maret sampai dengan 4 april 2020 dan akan dievaluasi kembali dengan mempertimbangkan situasi kembali di kota depok tulisnya diketahui asrorun ni am memberikan pemahaman pada masyarakat mengenai cara pencegahan covid 19 dari kacamata agama sekretaris komisi fatwa mui itu meminta masyarakat memahami wabah covid 19 ini agar tidak membuat penularan makin masif beribadah tetap jalan terus munajat kepada allah swt tetap tetapi pada saat yang bersamaan kita menjaga keselamatan jiwa diri dan juga saudara saudara kita kata asrorun dalam siaran langsung di akun resmi youtube bnpb kamis 19 3 yang terakhir bahwa kita punya tanggung jawab untuk mencegah peredaran ini bagian dari tugas keagamaan jangan sampai kemudian kita menyebabkan kepanikan waspada penting tapi aktivitas yang menyebabkan kepanikan dengan cara memborong sembako memborong masker menyebarkan info yang terkait dengan covid menyebabkan ketakutan orang tetapi itu hukumnya haram imbuhnya memberikan penegasan di beberapa daerah seperti jakarta gubernur dki jakarta anies baswedan juga mengimbau warganya untuk membatasi kegiatan keagamaan adapun pemuka agama yang diundang untuk menyampaikan pernyataan imbauan adalah tokoh agama islam hindu kristen katolik dan buddha bila pembatasan kegiatan keagamaan hanya diikuti sebagian dan sebagian tidak maka potensi penularan tinggi kita harap mari kita kompak dua pekan ke depan kedepankan perlindungan penyelamatan saudara se kota dengan cara disiplin seruan yang pada sore ini dikirimkan dari balai kota ucap anies di balai kota dki jakarta jalan medan merdeka selatan jakarta kamis 19 2,neutral
pemerintah kota sukabumi menyebar ratusan perawat yang tergabung dalam persatuan perawat nasional indonesia ppni untuk memberi edukasi dan sosialisasi pencegahan virus corona kepada masyarakat ada 150 orang perawat yang mendaftar dengan kesadaran sendiri untuk menjadi relawan kata ketua ppni sukabumi irwan danismaya di kantor dinkes kota sukabumi rabu 18 2 2020 dia mengungkapkan para perawat akan disebar untuk memberi edukasi kepada masyarakat terkait corona hal itu diharapkan bisa meluruskan berbagai berita hoaks soal penyebaran virus corona yang tersebar di media sosial terutama kegiatan ini meluruskan berita hoaks mengenai corona di media sosial harapanya warga dapat mendapatkan informasi yang benar mengenai corona yang tidak kalah penting warga diberikan pengetahuan melawan corona mulai proses simulasi bagaimana cuci tangan dan batuk beretika ucapnya secara simbolis wali kota sukabumi achmad fahmi melepas ratusan perawat tersebut momen tersebut juga menandai bentuk pengabdian para perawat kepada masyarakat di hari ulang tahun ppni ke 46 yang diperingati setiap 17 maret setiap tahunnya tantangan ke depan mengedukasi masyarakat untuk informasikan kepada masyarakat secara tepat dan cepat terkait corona ujar achmad fahmi sehingga kata fahmi pemkot memberikan apresiasi kepada para perawat yang terdepan dalam pencegahan corona namun dalam menjalankan tugasnya perawat harus dilengkapi dengan standar kesehatan yang maksimum misalnya menggunakan masker dan alat kesehatan lainnya fahmi mengatakan pada momen hut ppni ke 46 ini dapat menyampaikan informasi kepada masyarakat pesan jangan panik dan resah sebab kepanikan membuat kota tidak kondusif pemkot sukabumi juga menggaungkan hastag gakusahkemanamana sebagai bentuk imbauan kepada masyarakat memilih untuk berada di rumah selama masa krisis penyebaran pandemi tersebut upaya ini bagian dari mengurangi interaksi dengan pihak lain dalam memutus mata rantai penyebaran corona tandas fahmi,positive
pemerintah kota yogyakarta mulai mengantisipasi penularan yang potensial dibawa para pemudik berbagai daerah menjelang lebaran nanti antisipasi dan pemantauan difokuskan di terminal terminal kedatangan bus sampai saat ini pantauan dari terminal induk giwangan yogya tidak ditemukan arus bus yang membawa pemudik ujar wakil wali kota heroe poerwadi kamis 26 maret 2020 meski demikian heroe mengatakan pihaknya sudah mewanti wanti pengelola terminal kota agar tidak melayani arus mudik begitu juga untuk kendaraan pribadi ujar heroe sedang dipantau ketat keberadaannya saat ini di jogja arus lalu lintas 30 40 persen dari kondisi normal dan arus mudik sedang kami pantau keberadaannya ujarnya sementara arus kedatangan melalui kereta api ujar heroe sedang dilakukan pemantauan seberapa banyak yang telah melakukan pembatalan sebab informasinya banyak terjadi pembatalan mudik setelah wabah corona ini meluas ujarnya heroe memastikan sudah mengantisipasi untuk mengawasi para pemudik dengan membentuk gugus tugas di tingkat kecamatan dan kelurahan jajaran camat dan lurah juga sudah kami minta untuk mengkoordinasikan sampai jajaran rt dan rw ujar heroe heroe mengatakan jajaran kecamatan sampai rt itu sudah diminta untuk memantau warga yang baru datang dari luar kota atau yang mudik para pemudik itu harus dipastikan untuk menjalani pemeriksaan di puskesmas terdekat jadi kami memberdayakan seluruh jajaran rw dan rt serta elemen jogo warga yaitu unsur yang ikut menjaga ketenteraman di wilayah kampung ujarnya heroe mengatakan pengawasan itu dilakukan karena dari data yang dimiliki pemerintah kota posisi warga yang masuk kategori pasien dalam pengawasan pdp saat ini selalu berasal dari atau usai bepergian dari luar kota bahkan kalau kota yogya mau belajar dari italia begitu milan di banyak pekerjanya mudik dan menjadi carier pembawa yang menyebarkan di kampung halamannya ujarnya kondisi inilah yang diwaspadai untuk kota yogyakarta agar semuanya merasakan kenyamanan warga nyaman karena yang pulang dari luar kota atau mudik itu sudah diperiksa dan sudah tahu menyikapinya agar melakukan tindakan pencegahan agar tidak menjadi carier virus ujarnya,neutral
