date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52,desc/53,desc/54,desc/55,desc/56,desc/57,desc/58,desc/59,desc/60,desc/61,desc/62,desc/63,desc/64,desc/65,desc/66,desc/67,desc/68,desc/69,desc/70,desc/71,desc/72,desc/73,desc/74,desc/75,desc/76,desc/77,desc/78,desc/79,desc/80,desc/81,desc/82,desc/83,desc/84,desc/85,desc/86,desc/87,desc/88,desc/89,desc/90,desc/91,desc/92,desc/93,desc/94,desc/95,desc/96,desc/97,desc/98,desc/99,desc/100,desc/101,desc/102,desc/103,desc/104,desc/105,desc/106,desc/107,desc/108,desc/109,desc/110
"Selasa, 17 Mar 2020 11:18 WIB","         Mobil Berpelat RI-8, RI-71, dan RI-72 Merapat ke RSPAD Gatot Soebroto    ",https://news.detik.com/berita/d-4942291/mobil-berpelat-ri-8-ri-71-dan-ri-72-merapat-ke-rspad-gatot-soebroto,"Mobil dengan pelat nomor polisi (nopol) RI-8, RI-71, dan RI-72 merapat ke RSPAD Gatot Soebroto, Jakarta Pusat. Mobil itu keluar-masuk dari arah gedung Medical Check Up (MCU) ",.,"Pantauan di lokasi pada pukul 09.00 WIB, mobil sedan berwarna hitam dengan nopol RI-71 sudah berada RSPAD Gatot Soebroto, Jakarta Pusat, Selasa (17/3/2020). Mobil itu terparkir tepat di depan gedung MCU RSPAD Gatot Soebroto.","Sementara itu, sekitar pukul 10.45 WIB, tampak mobil dinas bernopol RI-8 dan RI-72 meninggalkan lokasi. Kedua mobil itu terlihat meninggalkan rumah sakit dari arah gedung Medical Check Up.","Tidak ada keterangan resmi mengenai kedatangan mobil dinas nopol RI-8, RI-71, dan RI -72 itu. Wartawan yang berada di RSPAD tidak diperbolehkan mendekati gedung Medical Check Up.","Di tempat tersebut sebelumnya beberapa pejabat publik sudah menjalani tes virus Corona. Salah satu pejabat, Kepala Staf Kepresidenan Moeldoko, mengatakan menjalani serangkaian pemeriksaan. ","""Tadi diambil darah, dirontgen, diambil cairan (menunjuk hidung),"" kata Moeldoko di RSPAD Gatot Soebroto, Jakarta Pusat, Senin (16/3).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 10:57 WIB","         Cegah Corona, Bandara Internasional Lombok Disemprot Disinfektan    ",https://news.detik.com/berita/d-4942252/cegah-corona-bandara-internasional-lombok-disemprot-disinfektan,"Badaran Internasional Lombok (BIL) Nusa Tenggara Barat, kini disterilisasi. Petugas melakukan penyemprotan cairan disinfektan pada setiap sudut bandara. ","Penyemprotan untuk mengantisipasi penyebaran virus corona COVID-19. Penyemprotan dilakukan tim Kimia, Biologi, dan Radioaktif (KBR) dari Satuan Brimob Kepolisian Daerah Nusa Tenggara Barat. ","""Jadi sesuai dengan petunjuk, untuk kegiatan hari ini (penyemprotan cairan disinfektan) kita laksanakan di bandara,"" kata Kasat Brimobda NTB Kombes Komaruz Zaman dalam keterangannya pada detikcom, Selasa (17/3/2020).","Dikatakannya, penyemprotan disinfektan Bandara Internasional Lombok yang berlokasi di Kabupaten Lombok Tengah itu berdasarkan petunjuk Kapolda NTB yang tentunya berlandaskan Kepres 7 Tahun 2020 tentang Gugus Tugas Percepatan Penanganan virus corona.","""Tim KBR ini berada di bawah unit Gegana Satbrimobda melakukan penyemprotan cairan disinfektan dilengkapi dengan seragam proteksi level C milik Polri,"" ujarnya. ","Objek yang disemprot adalah sudut-sudut yang kerap menjadi tempat para pengunjung beraktivitas di bandara. Selain itu dilakukan juga pada keranjang dorong (trolley), eskalator, dan barang-barang milik penumpang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 10:45 WIB","         Antisipasi Corona, Polresta Tangerang Semprot Disinfektan-Siagakan Ambulans    ",https://news.detik.com/berita/d-4942232/antisipasi-corona-polresta-tangerang-semprot-disinfektan-siagakan-ambulans?tag_from=news_beritaTerkait,Polresta Tangerang melakukan beragam upaya untuk mencegah penyebaran , (COVID-19) di lingkungan kepolisian. Salah satunya melakukan penyemprotan , di kantor Polresta Tangerang.,"""Rekan-rekan anggota Brimob yang mengenakan baju khusus warna putih menyemprot tempat-tempat yang sering digunakan oleh masyarakat ataupun anggota agar bersih,"" kata Kapolresta Tangerang, Kombes Ade Ady Syam Indradi, dalam keterangannya, Selasa (17/3/2020).",Ade menyebut pihaknya juga melakukan pemeriksaan suhu tubuh bagi masyarakat atau anggota yang berada di lingkungan Polresta Tangerang. Dia juga berkoordinasi dengan pihak rumah sakit mempersiapkan ambulans.,"""Kami punya tenaga medis dan akan berkoordinasi dengan rumah sakit bila ada yang suhu badan tinggi. Kita sudah siapkan juga ambulans,"" ucapnya.","Selain itu, Ade mengarahkan setiap anggota jajaran Polresta Tangerang menjaga kebersihan dan mencuci tangan setiap saat. Dia juga meminta anggota turut melakukan kampanye hidup sehat kepada masyarakat.","Dia juga meminta masyarakat yang kurang sehat menunda berkegiatan di Polres dan Polsek. Meski demikian, pelayanan di seluruh Polsek dalam wilayah Polresta Tangerang akan tetap beroperasi seperti biasa.","""Ini upaya kita bersama menjaga kesehatan dan kebersihan guna mencegah datangnya penyakit. Namun pada sisi lain, kami memastikan pelayanan berjalan seperti biasa,"" ujar Ade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 10:16 WIB",         Wanita di Kalsel Ngaku Takuti Warga Jadi 'Kuntilanak' untuk Prank YouTube    ,https://news.detik.com/berita/d-4942179/wanita-di-kalsel-ngaku-takuti-warga-jadi-kuntilanak-untuk-prank-youtube?tag_from=news_beritaTerkait,"Hendri Espihartati (36) diamankan polisi karena bikin takut warga dengan berdandan ala kuntilanak di Banjarbaru, ", (Kalsel). Espihartati mengaku membuat , untuk konten YouTube.,"""Dari hasil pengakuan pelaku saat diamankan mengaku sedang membuat konten video untuk"," YouTube-nya,"" kata Kabid Humas Polda Kalsel Kombes Mochamad Rifa'i, Selasa (17/3/2020).","Kepada polisi, Espihartati mengaku ingin videonya viral. Karena itu, dia berdandan ala kuntilanak dan berdiri di pinggir jalan.","""Karena ingin viral sehingga menggunakan kostum dan "," menyerupai hantu kuntilanak yang menurutnya bisa viral dengan cepat,"" ujarnya.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 09:56 WIB","         Takuti Warga dengan Jadi 'Kuntilanak' di Jalan Kalsel, Wanita Ini Dibekuk    ",https://news.detik.com/berita/d-4942153/takuti-warga-dengan-jadi-kuntilanak-di-jalan-kalsel-wanita-ini-dibekuk?tag_from=news_beritaTerkait,"Keberadaan sosok yang mirip hantu atau kuntilanak bikin resah warga di Banjarbaru, ", (Kalsel). Sosok 'kuntilanak' yang ternyata seorang wanita itu kemudian ditangkap personel patroli Satuan Sabhara Polres Banjarbaru.,Sosok wanita tersebut memakai pakaian putih serta wajah berbedak putih dengan ," hitam di sekeliling mata. Dia berdiri di pinggir jalan di Banjarbaru, Kalsel.","Kabid Humas Polda Kalsel Kombes Mochamad Rifa'i mengatakan keberadaan sosok di Jalan Bhayangkara, Kota Banjarbaru, itu membuat takut warga. Polisi yang menerima laporan lalu menelusuri sosok itu.","""Piket patroli menindaklanjuti laporan masyarakat melalui Aplikasi SIHARAT+2.0 yang melihat ada sosok hantu menyerupai kuntilanak di dekat tokonya pada hari Senin (16/3) sekitar pukul 21.00 Wita yang kemudian petugas meluncur ke Jalan Bhayangkara Kota Banjarbaru,"" kata Rifa'i dalam keterangannya, Selasa (17/3/2020).",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 09:54 WIB","         Cegah Penyebaran Corona, Anggota DPRD DKI Dilarang Kunjungan Kerja!    ",https://news.detik.com/berita/d-4942150/cegah-penyebaran-corona-anggota-dprd-dki-dilarang-kunjungan-kerja, melarang seluruh anggotanya melakukan kunjungan kerja di dalam ataupun luar negeri. Hal tersebut dilakukan untuk mencegah penyebaran virus Corona atau COVID-19.,Keputusan ini tertuang dalam surat resmi yang ditandatangani Ketua DPRD DKI Prasetio Edi Marsudi. Larangan itu mulai berlaku pada 16 Maret 2020.,"Surat tersebut ditujukan untuk seluruh alat kelengkapan Dewan, baik pimpinan maupun anggota DPRD DKI. Wakil Ketua DPRD Zita Anjani membenarkan hal tersebut.","""Ya benar untuk sementara waktu,"" kata Zita ketika dikonfirmasi, Selasa (17/3/2020).",Zita mengatakan larangan kunjungan kerja itu dalam rangka pencegahan ,. Dia belum mengetahui sampai kapan larangan itu akan berlaku.,"""Dalam rangka pencegahan virus Corona. (Sampai kapan) belum ditentukan,"" ujarnya.","Sebelumnya, ", juga mengeluarkan surat edaran (SE) terkait anjuran pegawai negeri sipil (PNS) bekerja dari rumah atau , (WFH). Namun tidak semua PNS bisa bekerja dari rumah.,"""Kepala SKPD masing-masing yang mengaturnya (siapa saya yang WFH) mengacu SE,"" ucap Kepala Badan Kepegawaian Daerah (BKD) DKI Jakarta, Chaidir, saat dihubungi, Senin (16/3).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 09:45 WIB","         Cegah Corona, Pengunjung Pelayanan SIM di Pekanbaru Diwajibkan Cuci Tangan    ",https://news.detik.com/berita/d-4942146/cegah-corona-pengunjung-pelayanan-sim-di-pekanbaru-diwajibkan-cuci-tangan?tag_from=news_beritaTerkait,Pelayanan pengurusan SIM dan SKCK di Pekanbaru tetap berjalan normal di tengah ancaman virus corona (COVID-19). Polisi juga tetap mengimbau agar warga yang berkontak dengan polisi tetap menjaga kebersihan dan kesehatan.,"""Sejak kemarin pelayanan pengurusan SIM di tempat kita masih berjalan normal. Begitu juga dengan pelayanan SKCK tetap berjalan seperti biasa,"" kata Kapolresta Pekanbaru, Kombes Nandang Mu'min Wijaya kepada detikcom, Selasa (17/3/2020).",Nandang mengatakan pihaknya menyediakan hand sanitizer di tempat pelayanan SIM dan SKCK. Warga yang akan masuk ke ruangan pelayanan diharuskan terlebih dahulu membasuh tangannya dengan sanitizer.,"""Kita sudah menyediakan hand sanitizer di setiap pintu masuk ke ruangan pelayanan. Jadi setiap warga akan mengurus SIM dan SKCK terlebih dahulu dibasuh tangannya dengan sanitizer,"" kata Nandang.",Begitu juga dengan personel jajaran Polresta Pekanbaru setiap harinya juga dicek suhu tubuhnya. Semua personel dari jajaran Polresta hingga Polsek sebelum masuk kantor harus menjalani pemeriksaan suhu tubuh dan menggunakan sanitizer.,"""Ini semua kita lakukan demi pencegahan dalam penyebaran virus corona. Personel kita setiap hari menjalani tes pemeriksaan subu tubuh,"" kata Nandang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 09:45 WIB","         Cegah Corona, Pengunjung Pelayanan SIM di Pekanbaru Diwajibkan Cuci Tangan    ",https://news.detik.com/berita/d-4942146/cegah-corona-pengunjung-pelayanan-sim-di-pekanbaru-diwajibkan-cuci-tangan,Pelayanan pengurusan SIM dan SKCK di Pekanbaru tetap berjalan normal di tengah ancaman virus corona (COVID-19). Polisi juga tetap mengimbau agar warga yang berkontak dengan polisi tetap menjaga kebersihan dan kesehatan.,"""Sejak kemarin pelayanan pengurusan SIM di tempat kita masih berjalan normal. Begitu juga dengan pelayanan SKCK tetap berjalan seperti biasa,"" kata Kapolresta Pekanbaru, Kombes Nandang Mu'min Wijaya kepada detikcom, Selasa (17/3/2020).",Nandang mengatakan pihaknya menyediakan hand sanitizer di tempat pelayanan SIM dan SKCK. Warga yang akan masuk ke ruangan pelayanan diharuskan terlebih dahulu membasuh tangannya dengan sanitizer.,"""Kita sudah menyediakan hand sanitizer di setiap pintu masuk ke ruangan pelayanan. Jadi setiap warga akan mengurus SIM dan SKCK terlebih dahulu dibasuh tangannya dengan sanitizer,"" kata Nandang.",Begitu juga dengan personel jajaran Polresta Pekanbaru setiap harinya juga dicek suhu tubuhnya. Semua personel dari jajaran Polresta hingga Polsek sebelum masuk kantor harus menjalani pemeriksaan suhu tubuh dan menggunakan sanitizer.,"""Ini semua kita lakukan demi pencegahan dalam penyebaran virus corona. Personel kita setiap hari menjalani tes pemeriksaan subu tubuh,"" kata Nandang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 09:40 WIB","         Gubernur Sumsel: Pria Kena Corona Usai Salaman dengan Menhub Hoax, Usut!    ",https://news.detik.com/berita/d-4942109/gubernur-sumsel-pria-kena-corona-usai-salaman-dengan-menhub-hoax-usut,Foto seorang driver ojek online positif ," usai salam komando dengan Menteri Perhubungan, Budi Karya Sumadi, viral di media sosial. Gubernur Sumatera Selatan Herman Deru memastikan kabar tersebut hoax dan meminta pelaku ditangkap.","""Terkait Covid-19 ini banyak sekali kabar-kabar bohong atau hoax yang bereda. Ini yang terbaru pria salam komando sama Menhub, itu hoax,"" tegas Herman Deru di Palembang, Selasa (17/3/2020).","Menurut Herman Deru, kabar bohong itu harus segera diusut. Sebab hal itu sudah menimbulkan keresahan di masyarakat, khususnya di Sumatera Selatan.","""Harus diusut, ini ada Pak Kapolda. Nanti bisa diproses. Ini juga tanggung jawab di Kominfo, jangan sampai membuat resah masyarakat,"" katanya.",Sementara Kapolda Irjen Priyo Widyanto mengaku akan segera memburu pelaku. Bahkan pihaknya akan menurunkan tim khusus untuk memburu pelaku.,"""Terima kasih untuk informasinya terkait penyebaran berita-berita hoax, ini sudah kita sampaikan dan reskrim juga segera bergerak. Kita minimalisir agar berita ini tidak tersebar luas,"" kata Priyo.","Diketahui, foto pria berinisial M yang juga warga Parepare ini viral sejak kemarin di media sosial. Disebut pria tersebut positif Corona setelah salam komando dengan Menhub.","Usut punya usut, foto itu ternyata diambil satu tahun lalu. Sementara foto terbaring di ranjang rumah sakit adalah foto lama, namun disebut berada di rumah sakit di Kota Lubuklinggau dan OKI, Sumatera Selatan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 08:39 WIB","         1 Anggota Suspect Corona, Pimpinan Dewan: Tak Perlu Lockdown DPRD DKI    ",https://news.detik.com/berita/d-4942035/1-anggota-suspect-corona-pimpinan-dewan-tak-perlu-lockdown-dprd-dki,Satu, dikabarkan menjadi ,". Merespons hal itu, para anggota DPRD DKI meminta gedung yang terletak di Kebon Sirih Jakarta Pusat itu disemprot disinfektan.","""Saya belum melihat perlunya "," ya, apalagi untuk institusi DPRD DKI, karena sebetulnya DPRD juga harus berperan dalam membantu Pemprov DKI,"" kata Wakil Ketua DPRD DKI Misan Samsuri kepada wartawan, Selasa (17/3/2020)."," di sini tentu saja bukan dalam artian berskala besar, melainkan hanya gedung DPRD DKI yang disterilkan dari aktivitas keluar-masuk manusia. Menurut Misan, "," semacam itu tidak perlu. Dia mengatakan DPRD DKI harus tetap bekerja membantu Pemprov DKI untuk mengatasi wabah ini. Dia berharap semua anggota DPRD DKI tetap baik-baik saja, dan hasil tes ", COVID-19 tersebut diharapkannya negatif Corona.,Bukan ," yang perlu diambil sebagai solusi mengamankan gedung dewan Kebon Sirih dari COVID-19, melainkan semprotan cairan disinfektan. Hal ini juga diutarakan oleh anggota DPRD DKI lainnya.","""Saya berharap Ketua DPRD atau Pelaksana tugas Sekretaris Dewan (Plt Sekwan) melakukan antisipasi, yakni ruangan DPRD dilakukan penyemprotan semuanya supaya tidak ada penularan Corona, sesegara mungkin,"" kata Penasihat Fraksi Partai Gerindra, Abdul Ghoni.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 08:19 WIB",         Satgas COVID-19 IDI: Langkah Anies Sudah Tepat tapi Perlu Diperketat    ,https://news.detik.com/berita/d-4942001/satgas-covid-19-idi-langkah-anies-sudah-tepat-tapi-perlu-diperketat?tag_from=news_beritaTerkait,Jakarta berisiko tinggi ,. 14 Dari 17 kasus terbaru positif Corona di Indonesia ditemukan di Jakarta. Satuan Tugas COVID-19 Ikatan Dokter Indonesia (,) menilai langkah Gubernur Jakarta ," dalam menangani virus Corona di provinsinya sudah benar. Namun demikian, pelaksanaan kebijakan Anies perlu diperketat.","""Imbauan pemerintah DKI sudah tepat, yakni meliburkan sekolah, mengimbau pekerja yang bisa tinggal di rumah agar bekerja dari rumah, hingga menutup tempat-tempat wisata milik pemerintah,"" kata Sekretaris Satgas COVID-19, Dyah Agustina Waluyo, kepada wartawan, Selasa (17/3/2020).","Imbauan-imbauan Anies perlu dipastikan benar-benar dipatuhi oleh masyarakat. Agar masyarakat mematuhi imbauan itu, maka masyarakat harus benar-benar paham tujuannya, yakni mengurangi interaksi kontak fisik yang meningkatkan risiko penularan COVID-19. Supaya lebih efektif, penerapan kebijakan dan imbauan Anies perlu diperketat.","""Kemudian mungkin diperketat ya pelaksanaannya. Yang harus di rumah, ya tetap di rumah. RT dan RW perlu ikut membantu agar tidak banyak orang ke luar rumah,"" tutur Dyah.","Dyah juga mendukung pengaturan jarak antrean transportasi massal, supaya kontak fisik secara langsung bisa diminimalisir. Perlu pula, kantor-kantor yang berbasis di Jakarta mengatur jadwal masuk sehingga tidak semua karyawan harus berangkat meninggalkan rumah ke kantor. Pengawasan atas pelaksanaan kebijakan Anies juga perlu terus dilakukan.","""Jadi ya pengawasan pelaksanaannya. Saat ini kita harus memutus rantai penyebaran virus dari manusia ke manusia. Itu tujuan utamanya,"" kata Dyah.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 07:57 WIB","         1 Anggota Suspect Corona, Gerindra DKI: Pemilihan Wagub Bakal Tertunda    ",https://news.detik.com/berita/d-4941982/1-anggota-suspect-corona-gerindra-dki-pemilihan-wagub-bakal-tertunda,Satu anggota,dikabarkan menjadi suspect ,. Kondisi ini dinilai bisa membuat agenda , (wagub) DKI Jakarta tertunda.,"Sebelumnya direncanakan, pemilihan pendamping Gubernur Anies Baswedan itu direncanakan digelar pada 23 Maret, bahkan juga diprediksi lebih cepat yakni 18 Maret. Namun rencana itu kini bisa gagal terealisasi karena risiko COVID-19.","""Saya yakin itu akan ditunda. Tidak mungkin dilaksanakan di akhir bulan ini atau di awal bulan,"" kata Penasihat Fraksi Partai "," DPRD DKI, Abdul Ghoni, kepada wartawan, Selasa (17/3/2020).","Rencana pemilihan yang sudah disusun sejak sebelum wabah, kini berpotensi berubah. Soalnya, jadwal rapat DPRD DKI yang sudah diputuskan di Badan Musyawarah (Bamus) juga banyak yang menjadi bergeser gegara virus berbahaya itu.","""Ada penundaan-penundaan. Jadwal-jadwal yang sudah di-Bamus-kan ditinjau kembali. Pemilihan Wakil Gubernur saya rasa bisa terpengaruh juga. Apalagi Jakarta berisiko tinggi. Saya pikir ini juga bisa ditunda sampai waktu yang lain,"" kata Abdul Ghoni.","Informasi sebelumnya, satu anggota DPRD DKI Jakarta sakit dan menjalani tes virus Corona. Meski begitu hasil tes laboratorium dari anggota dewan itu belum keluar. Belum diketahui, apakah anggota dewan itu positif atau negatif virus Corona.","Soal pemilihan wagub DKI, ada dua cawagub yang akan dipilih para anggota dewan, yakni Nurmansyah Lubis dari PKS dan Ahmad Riza Patria dari Gerindra. Panitia Pemilihan (Panlih) telah menyelesaikan jadwal pemilihan wagub DKI. Paripurna pemilihan akan dilaksanakan pada 23 Maret 2020.","Keterangan terakhir soal jadwal pemilihan wagub DKI ini disampaikan oleh Wakil Ketua Panlih Wagub DPRD DKI Jakarta Basri Baco. Basri mengatakan ada wacana perubahan agenda pemilihan Wagub DKI, yakni jadwal akan dimajukan. Namun entah apa jadinya kini setelah Corona melanda.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 07:28 WIB",         Jakarta Masih 'Meriah' Pasca Muncul Imbauan Kerja di Rumah    ,https://news.detik.com/berita/d-4941970/jakarta-masih-meriah-pasca-muncul-imbauan-kerja-di-rumah/3,"Melihat fenomena kerumunan besar di transportasi publik, Ketua DPRD DKI Jakarta, Prasetio Edi mengkritik kebijakan kebijakan Anies ini. Menurutnya, petugas mestinya bisa mengurai kerumunan massa.","""Ini kebijakan sebenarnya justru memicu penumpukan. Karena itu harus dan wajib petugas-petugas di sana turun langsung untuk mengurai terjadinya penumpukan yang terjadi,"" kata Pras, dalam keterangannya, Senin (17/3/2020).","Pras berpesan, Pemerintah Provinsi (Pemprov) DKI Jakarta harus membuat kebijakan tepat dalam kondisi penanganan virus Corona (COVID-19).","""Betul bahwa masyarakat tidak perlu panik. Oleh karena itu tugasnya pemerintah bekerja, untuk memastikan tidak adanya kepanikan,"" kata Pras.","Baginya, perlu ada koordinasi antara Pemprov dengan pemerintah pusat. Penanganan Corona, menurut Pras, tidak bisa dilakukan sendiri-sendiri.",Sorotan untuk masalah antren di transportasi publik ini pun datang dari Kementerian Perhubungan. Direktur Jenderal Perhubungan Darat Kementerian Perhubungan (Kemenhub) Budi Setiyadi menyebut panjangnya antrean itu diakibatkan karena kebijakan TransJakarta menerapkan social distancing. Dia meminta Pemprov DKI melakukan evaluasi.,"""Saya harap baik Pemprov DKI Jakarta maupun Dinas Perhubungan Provinsi DKI Jakarta dapat melakukan evaluasi terhadap kondisi antrean penumpang TransJakarta dan mencegah kumpulan massa di halte. Untuk penentuan keputusan daerah seputar angkutan umum juga saya minta berkoordinasi lebih lanjut dengan Kementerian Perhubungan,"" ujar Budi dalam keterangannya, Senin (16/3/2020).",Antrean di sejumlah di transportasi publik juga menjadi perhatian Presiden Jokowi. Jokowi meminta transportasi publik tetap tersedia.,"""Transportasi publik tetap harus disediakan oleh pemerintah pusat maupun pemerintah daerah dengan catatan meningkatkan tingkat kebersihan moda pengguna transportasi tersebut,"" kata Jokowi dalam konferensi pers di Istana Kepresidenan, Jakarta, Senin (16/3/2020).",Transportasi publik yang dimaksud mulai dari bus TransJ hingga MRT. Jokowi ingin tingkat kerumunan hingga antrean bisa diantisipasi.,Anies pun mematuhi arahan Presiden Jokowi. Dia menyelenggarakan kembali transportasi publik seperti semula.,"""Sesuai arahan Presiden terkait penyelenggaraan kendaraan umum massal untuk masyarakat, maka kami kembali menyelenggarakan dengan frekuensi tinggi untuk penyelenggaraan kendaraan umum di Jakarta,"" kata Anies di Balai Kota, Jakarta, Senin (16/3/2020).","Meski demikian, Anies mengatakan Pemprov DKI tetap melakukan social distancing atau pencegahan penularan virus Corona dengan hati-hati. Eks Mendikbud itu mengatakan salah satu opsinya adalah membatasi jumlah antrean di dalam halte dan di dalam stasiun.","""Akan ada pembatasan jumlah penumpang per bus dan per gerbong di setiap kendaraan yang beroperasi di bawah Pemprov DKI. Juga ada pembatasan jumlah antrean di dalam halte dan antrean di dalam stasiun,"" ujarnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 07:28 WIB",         Jakarta Masih 'Meriah' Pasca Muncul Imbauan Kerja di Rumah    ,https://news.detik.com/berita/d-4941970/jakarta-masih-meriah-pasca-muncul-imbauan-kerja-di-rumah/1,"Jumlah kasus COVID-19 di Indonesia terus meningkat. Guna mencegah penularan virus Corona, Gubernur DKI Jakarta Anies Baswedan mengimbau warga agar bisa bekerja dari rumah. Namun, Jakarta tetap meriah oleh aktivitas warga.","Sebagaimana diketahui, virus Corona telah ditetapkan menjadi pandemi oleh Badan Kesehatan Dunia (WHO). Virus ini menyebar ke berbagai negara tanpa pandang bulu. Di Indonesia sendiri, jumlah sementara kasus Corona mencapai , per hari Senin (16/3/2020).","Presiden Joko Widodo (Jokowi) meminta warga tetap tenang namun waspada. Guna menghambat penularan virus via interaksi publik, Jokowi juga mengimbau warga agar bisa kerja hingga ibadah di rumah. Upaya ini merupakan bagian dari social distancing (menjaga jarak dari kerumunan).","""Dengan kondisi saat ini, saatnya kita kerja dari rumah, belajar dari rumah, ibadah di rumah, inilah saatnya bekerja bersama-sama saling tolong-menolong dan bersatu padu, gotong royong,"" kata Jokowi melalui video yang disiarkan langsung Sekretariat Presiden di Istana Kepresidenan Bogor, Bogor, Jawa Barat, Minggu (15/3/2020).","Imbuan untuk bekerja dari rumah kemudian diteruskan Anies. Salah satu cara Anies untuk membatasi interaksi publik ialah dengan mempersingkat jadwal operasional bus TransJakarta, MRT, dan LRT.","""TransJakarta yang saat ini melayani 248 rute akan dikurangi secara signifikan hanya 13 rute. Hanya 13 rute yang beroperasi. TJ yang semula 24 jam, jadi jam 6 pagi sampai jam 6 sore,"" ujar Gubernur DKI Jakarta Anies Baswedan dalam jumpa pers di Balai Kota DKI, Gambir, Jakarta Pusat, Minggu (15/3/2020).","Selain itu, jadwal keberangkatan MRT juga diubah. Anies mengatakan MRT akan berangkat setiap 20 menit. Untuk LRT, keberangkatan diubah menjadi 30 menit sekali. Sebelumnya, LRT beroperasi setiap 10 menit.","""Kemudian LRT juga begitu. Yang semula keberangkatannya tiap 10 menit, sekarang jadi 30 menit. Operasinya yang semula jam 05.30 pagi sampai jam 11 malam, diubah jadi jam 6 pagi sampai jam 6 sore,"" ungkap Anies.","Anies juga menghilangkan kebijakan ganjil genap. Semata-mata karena dia menilai tanpa kebijakan ganjil-genap, warga bisa punya opsi transportasi publik. Soalnya, Anies mengatakan transportasi publik riskan di tengah wabah Corona.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
